time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
66.94,11,10,de_inferno,False,142,100,200,87,1150,10200,1,1,1,2,1
46.9,11,10,de_inferno,False,142,100,200,86,1150,10200,1,1,1,2,1
166.9,12,10,de_inferno,False,500,500,100,0,25300,40100,1,0,1,5,5
106.8,12,10,de_inferno,False,500,500,500,500,3400,13550,3,5,4,5,5
86.8,12,10,de_inferno,False,398,300,399,300,2300,12650,2,3,3,4,3
66.8,12,10,de_inferno,False,198,200,199,200,1400,10800,1,2,2,2,2
26.73,12,10,de_inferno,True,161,200,186,200,1400,11100,1,2,2,2,2
6.66,12,10,de_inferno,True,63,175,87,194,0,11400,1,2,1,1,2
166.9,12,11,de_inferno,False,500,500,87,80,16100,32350,1,1,1,5,5
106.94,12,11,de_inferno,False,500,500,187,480,11050,11750,1,5,1,5,5
86.94,12,11,de_inferno,False,399,400,187,380,9050,9850,1,4,1,4,4
66.94,12,11,de_inferno,False,399,400,187,380,9050,9850,1,4,1,4,4
166.9,13,11,de_inferno,False,500,500,100,0,28000,19650,0,0,0,5,5
167.0,13,11,de_inferno,False,500,500,300,0,17400,18250,2,0,1,5,5
167.0,13,11,de_inferno,False,500,500,500,200,6500,12700,4,1,1,5,5
167.0,13,11,de_inferno,False,500,500,500,200,4350,12300,5,1,2,5,5
156.1,13,11,de_inferno,False,500,500,500,200,4350,12300,5,1,2,5,5
96.06,13,11,de_inferno,False,491,500,496,200,4350,12300,5,1,2,5,5
76.06,13,11,de_inferno,False,491,400,496,200,4450,9800,5,1,2,5,4
56.06,13,11,de_inferno,False,491,400,496,200,4450,9800,5,1,2,5,4
36.06,13,11,de_inferno,False,300,230,300,180,3650,10400,3,1,1,3,4
23.23,13,11,de_inferno,True,229,21,288,0,4550,2900,3,0,1,3,1
166.9,14,11,de_inferno,False,500,500,288,0,23450,26700,3,0,2,5,5
106.8,14,11,de_inferno,False,500,500,488,500,8750,1900,5,5,4,5,5
86.8,14,11,de_inferno,False,498,500,487,500,8750,1900,5,5,4,5,5
66.8,14,11,de_inferno,False,398,300,387,300,5900,700,4,3,3,4,3
46.8,14,11,de_inferno,False,398,300,387,300,5900,700,4,3,4,4,3
26.84,14,11,de_inferno,False,288,100,287,100,3150,450,3,1,3,3,1
166.9,15,11,de_inferno,False,500,500,287,0,26100,14500,3,0,3,5,5
106.94,15,11,de_inferno,False,500,500,487,500,13100,550,5,4,4,5,5
86.94,15,11,de_inferno,False,260,280,299,299,8700,750,3,2,3,3,3
66.94,15,11,de_inferno,False,160,164,200,200,4700,1050,2,2,2,2,2
46.9,15,11,de_inferno,False,160,64,200,100,4800,1000,2,1,2,2,1
166.9,0,0,de_nuke,False,500,500,0,0,4000,4000,0,0,0,5,5
108.5,0,0,de_nuke,False,500,500,300,400,450,600,0,0,0,5,5
88.5,0,0,de_nuke,False,300,468,200,384,300,1200,0,0,0,3,5
68.5,0,0,de_nuke,False,100,382,0,300,0,1350,0,0,0,1,4
166.9,0,1,de_nuke,False,500,500,0,300,10250,18650,0,0,0,5,5
106.94,0,1,de_nuke,False,500,500,400,500,1550,2300,2,5,0,5,5
86.94,0,1,de_nuke,False,148,355,192,392,450,3500,1,4,0,2,4
20.95,0,1,de_nuke,True,100,355,100,392,50,4100,1,4,0,1,4
166.9,0,2,de_nuke,False,500,500,0,392,13850,20950,0,4,0,5,5
106.94,0,2,de_nuke,False,500,500,0,492,12350,15000,0,5,0,5,5
35.7,0,2,de_nuke,True,500,500,0,492,12350,15300,0,5,0,5,5
15.7,0,2,de_nuke,True,500,500,0,492,12350,15300,0,5,0,5,5
167.0,0,3,de_nuke,False,500,500,0,389,27150,33400,0,4,0,5,5
107.0,0,3,de_nuke,False,500,500,500,489,3100,27000,3,5,1,5,5
86.94,0,3,de_nuke,False,500,431,500,480,3100,27000,3,5,1,5,5
66.94,0,3,de_nuke,False,400,431,400,480,2850,27600,3,5,1,4,5
46.94,0,3,de_nuke,False,400,295,400,294,3750,18600,3,3,1,4,3
26.95,0,3,de_nuke,False,300,204,300,274,3650,18900,3,3,1,3,3
30.94,0,3,de_nuke,True,45,181,81,266,3150,19800,1,3,1,1,3
166.9,0,4,de_nuke,False,500,500,0,266,21000,45150,0,3,0,5,5
107.0,0,4,de_nuke,False,500,500,200,466,14050,32350,1,5,0,5,5
86.94,0,4,de_nuke,False,500,500,200,466,14050,32350,1,5,0,5,5
66.94,0,4,de_nuke,False,500,400,200,366,14150,31400,1,4,0,5,4
46.94,0,4,de_nuke,False,400,314,200,353,9300,31700,1,4,0,4,4
26.95,0,4,de_nuke,False,200,314,100,353,4800,32300,0,4,0,2,4
37.56,0,4,de_nuke,True,24,60,95,74,5500,10300,0,1,0,2,1
167.0,0,5,de_nuke,False,500,500,0,71,31850,50400,0,1,0,5,5
106.94,0,5,de_nuke,False,500,500,500,471,3200,29500,3,5,2,5,5
86.94,0,5,de_nuke,False,500,500,499,470,3200,29500,3,5,2,5,5
66.94,0,5,de_nuke,False,500,500,499,470,3200,29500,3,5,2,5,5
46.94,0,5,de_nuke,False,300,388,300,445,550,30100,2,5,0,3,5
26.94,0,5,de_nuke,False,200,388,200,445,200,30400,2,5,0,2,5
22.05,0,5,de_nuke,True,200,388,200,445,200,30700,2,5,0,2,5
2.04,0,5,de_nuke,True,200,388,200,445,200,30700,2,5,0,2,5
166.9,0,6,de_nuke,False,500,500,200,429,20200,48200,2,5,0,5,5
167.0,0,6,de_nuke,False,500,500,200,429,20200,43900,2,5,0,5,5
167.0,0,6,de_nuke,False,500,500,300,429,15550,43900,2,5,0,5,5
167.0,0,6,de_nuke,False,500,500,500,429,3600,43900,2,5,3,5,5
109.94,0,6,de_nuke,False,500,500,500,429,3600,43900,2,5,3,5,5
89.94,0,6,de_nuke,False,500,349,500,337,3700,35400,2,4,3,5,4
69.94,0,6,de_nuke,False,500,349,500,337,3700,35400,2,4,3,5,4
49.97,0,6,de_nuke,False,500,349,500,337,3700,35400,2,4,3,5,4
29.95,0,6,de_nuke,False,391,102,400,173,3600,16700,2,2,2,4,2
9.96,0,6,de_nuke,False,285,11,296,150,2350,17000,2,2,1,3,2
167.0,1,6,de_nuke,False,500,500,296,0,20750,51500,2,0,2,5,5
106.94,1,6,de_nuke,False,500,500,496,500,6800,24650,3,5,4,5,5
86.94,1,6,de_nuke,False,500,478,495,496,6800,24650,3,5,4,5,5
46.94,1,6,de_nuke,False,300,478,295,496,4700,24850,3,5,2,3,5
28.6,1,6,de_nuke,True,300,478,295,496,4700,25150,3,5,2,3,5
8.59,1,6,de_nuke,True,300,478,295,496,4700,25150,3,5,2,3,5
167.0,1,7,de_nuke,False,500,500,290,473,21300,42650,3,5,2,5,5
86.94,1,7,de_nuke,False,500,500,495,473,6200,38150,3,5,3,5,5
66.94,1,7,de_nuke,False,464,500,495,473,6200,38150,3,5,3,5,5
46.94,1,7,de_nuke,False,380,396,495,381,6300,33150,3,4,3,5,4
26.9,1,7,de_nuke,False,316,100,396,96,4700,9450,2,1,2,4,1
167.0,2,7,de_nuke,False,500,500,396,0,23550,45450,2,0,2,5,5
106.94,2,7,de_nuke,False,500,500,496,500,13250,20450,3,5,4,5,5
86.94,2,7,de_nuke,False,400,185,396,200,11800,8600,3,2,3,4,2
66.94,2,7,de_nuke,False,400,185,396,200,11800,8600,3,2,3,4,2
167.0,3,7,de_nuke,False,500,500,396,0,30600,30250,3,0,3,5,5
106.94,3,7,de_nuke,False,500,500,496,500,20150,3600,4,5,5,5,5
86.94,3,7,de_nuke,False,500,400,496,400,20250,2200,4,4,5,5,4
66.94,3,7,de_nuke,False,500,300,496,300,20350,2200,4,3,5,5,3
46.94,3,7,de_nuke,False,464,200,496,200,20650,1800,4,2,5,5,2
26.94,3,7,de_nuke,False,364,100,400,100,13800,1300,3,1,4,4,1
167.0,4,7,de_nuke,False,500,500,400,0,37300,15900,3,0,4,5,5
106.94,4,7,de_nuke,False,500,500,500,100,27300,11300,4,1,5,5,5
86.94,4,7,de_nuke,False,500,313,500,100,27600,9600,4,1,5,5,4
66.94,4,7,de_nuke,False,500,200,500,100,28000,4500,4,1,5,5,2
167.0,5,7,de_nuke,False,500,500,400,0,44450,25900,4,0,4,5,5
106.94,5,7,de_nuke,False,500,500,500,500,36650,1800,5,5,5,5,5
86.94,5,7,de_nuke,False,500,377,500,472,36650,1800,5,5,5,5,5
28.17,5,7,de_nuke,True,276,277,300,372,23600,2100,3,4,3,3,4
8.17,5,7,de_nuke,True,276,277,300,372,23600,2100,3,4,3,3,4
167.0,5,8,de_nuke,False,500,500,286,345,43950,20200,3,4,3,5,5
167.0,5,8,de_nuke,False,500,500,386,345,36700,17200,3,4,4,5,5
167.0,5,8,de_nuke,False,500,500,486,345,28550,17200,4,4,5,5,5
167.0,5,8,de_nuke,False,500,500,486,445,27850,12400,4,5,5,5,5
114.8,5,8,de_nuke,False,500,500,486,445,27850,12400,4,5,5,5,5
74.8,5,8,de_nuke,False,300,178,286,253,26000,6100,3,3,3,3,3
54.8,5,8,de_nuke,False,200,178,186,253,17400,6400,2,3,2,2,3
166.9,5,9,de_nuke,False,500,500,0,157,38050,30150,0,2,0,5,5
106.94,5,9,de_nuke,False,500,500,500,457,5800,13050,4,5,4,5,5
86.94,5,9,de_nuke,False,298,396,300,398,5200,8600,3,4,2,3,4
37.38,5,9,de_nuke,True,100,307,100,377,150,9500,1,4,1,1,4
166.9,10,5,de_nuke,False,500,500,0,0,4000,4000,0,0,0,5,5
106.9,10,5,de_nuke,False,500,500,500,200,750,500,0,0,0,5,5
37.84,10,5,de_nuke,True,279,400,294,200,750,1200,0,0,0,3,4
17.84,10,5,de_nuke,True,179,274,194,200,600,1200,0,0,0,2,3
167.0,10,6,de_nuke,False,500,500,0,198,11150,18550,0,0,0,5,5
106.94,10,6,de_nuke,False,500,500,500,500,850,200,4,5,0,5,5
86.94,10,6,de_nuke,False,400,485,400,494,800,500,3,5,0,4,5
66.94,10,6,de_nuke,False,400,485,400,494,800,500,3,5,0,4,5
46.9,10,6,de_nuke,False,400,485,400,494,800,500,3,5,0,4,5
26.92,10,6,de_nuke,False,100,385,100,394,50,1050,1,4,0,1,4
25.03,10,6,de_nuke,True,100,385,100,394,50,1350,1,4,0,1,4
5.03,10,6,de_nuke,True,100,385,100,394,50,1350,1,4,0,1,4
167.0,10,7,de_nuke,False,500,500,100,368,13450,19200,1,4,0,5,5
106.94,10,7,de_nuke,False,500,500,100,468,12250,11400,1,5,0,5,5
86.94,10,7,de_nuke,False,161,100,87,99,8400,3250,1,1,0,3,1
33.66,10,7,de_nuke,True,149,100,87,99,8400,3550,1,1,0,3,1
166.9,11,7,de_nuke,False,500,500,87,0,31550,23300,1,0,0,5,5
106.94,11,7,de_nuke,False,500,500,487,500,12550,3100,4,4,4,5,5
86.94,11,7,de_nuke,False,400,457,387,485,8600,3400,4,4,3,4,5
46.9,11,7,de_nuke,False,119,257,187,285,5300,1850,2,2,2,2,3
36.8,11,7,de_nuke,True,100,200,87,200,5050,1800,1,1,1,1,2
167.0,11,8,de_nuke,False,500,500,0,200,22950,21450,0,1,0,5,5
167.0,11,8,de_nuke,False,500,500,0,300,19850,14400,0,3,0,5,5
167.0,11,8,de_nuke,False,500,500,200,500,15400,5600,0,5,0,5,5
167.0,11,8,de_nuke,False,500,500,400,500,3300,5600,0,5,0,5,5
111.6,11,8,de_nuke,False,500,500,500,500,600,5300,1,5,1,5,5
71.6,11,8,de_nuke,False,200,200,200,200,250,2950,0,2,0,2,2
51.62,11,8,de_nuke,False,200,200,200,200,250,2950,0,2,0,2,2
166.9,12,8,de_nuke,False,500,500,186,0,20300,17500,0,0,1,5,5
106.94,12,8,de_nuke,False,500,500,486,400,3650,1150,3,3,2,5,5
86.94,12,8,de_nuke,False,300,409,295,379,1700,1750,2,3,2,3,5
66.94,12,8,de_nuke,False,300,309,295,280,2000,1750,2,2,2,3,4
46.94,12,8,de_nuke,False,234,179,291,180,2300,1700,2,2,2,3,3
28.23,12,8,de_nuke,True,48,21,92,80,0,2300,1,1,0,1,2
8.23,12,8,de_nuke,True,48,21,92,80,0,2300,1,1,1,1,2
167.0,12,9,de_nuke,False,500,500,89,79,11550,20150,1,1,1,5,5
106.94,12,9,de_nuke,False,500,500,289,479,7450,2900,1,5,1,5,5
86.94,12,9,de_nuke,False,221,314,89,373,5100,2100,1,4,1,3,4
66.94,12,9,de_nuke,False,109,300,87,279,3900,1450,1,3,1,2,3
22.12,12,9,de_nuke,True,109,300,87,279,3900,1750,1,3,1,2,3
2.13,12,9,de_nuke,True,109,300,87,279,3900,1750,1,3,1,2,3
167.0,12,10,de_nuke,False,500,500,386,237,14450,21600,2,3,1,5,5
167.0,12,10,de_nuke,False,500,500,386,337,14450,16700,2,4,1,5,5
167.0,12,10,de_nuke,False,500,500,386,337,14450,15200,2,4,1,5,5
155.5,12,10,de_nuke,False,500,500,386,437,14450,10400,2,5,1,5,5
95.5,12,10,de_nuke,False,500,500,486,437,13800,9800,2,5,1,5,5
75.5,12,10,de_nuke,False,412,200,473,153,14700,5400,2,2,1,5,2
55.53,12,10,de_nuke,False,385,100,386,81,10300,3100,1,1,1,4,1
167.0,13,10,de_nuke,False,500,500,386,0,31550,17100,1,0,1,5,5
106.94,13,10,de_nuke,False,500,500,486,400,13450,150,4,2,3,5,5
86.94,13,10,de_nuke,False,500,500,486,400,13450,150,4,2,3,5,5
66.94,13,10,de_nuke,False,500,500,486,400,13450,150,4,2,3,5,5
46.94,13,10,de_nuke,False,500,316,486,300,13550,100,4,2,3,5,4
26.94,13,10,de_nuke,False,300,50,286,88,11600,650,2,0,3,3,1
166.9,14,10,de_nuke,False,500,500,286,0,31000,10250,2,0,3,5,5
106.94,14,10,de_nuke,False,500,500,486,0,16950,9550,5,0,4,5,5
86.94,14,10,de_nuke,False,400,72,386,0,9650,6100,4,0,3,4,3
167.0,15,10,de_nuke,False,500,500,286,0,33900,21950,3,0,3,5,5
107.0,15,10,de_nuke,False,500,500,486,500,19000,300,5,4,5,5,5
67.0,15,10,de_nuke,False,444,483,480,493,19000,300,5,4,5,5,5
46.97,15,10,de_nuke,False,405,385,478,394,19100,250,5,3,5,5,4
26.98,15,10,de_nuke,False,149,35,200,82,10750,600,2,1,2,2,1
166.9,0,0,de_overpass,False,500,500,100,0,3350,4000,0,0,0,5,5
106.94,0,0,de_overpass,False,500,500,500,300,750,550,0,0,0,5,5
166.9,1,0,de_overpass,False,500,500,400,0,18500,10350,0,0,0,5,5
106.94,1,0,de_overpass,False,500,500,500,400,1150,550,5,2,1,5,5
166.9,2,0,de_overpass,False,500,500,374,0,19500,12850,4,0,1,5,5
86.9,2,0,de_overpass,False,463,377,450,0,10200,9050,5,0,2,5,4
66.9,2,0,de_overpass,False,463,377,450,0,10200,9050,5,0,2,5,4
46.88,2,0,de_overpass,False,463,377,450,0,10200,9050,5,0,2,5,4
26.86,2,0,de_overpass,False,434,100,438,0,11100,2700,5,0,2,5,1
166.9,3,0,de_overpass,False,500,500,350,0,27650,26150,4,0,2,5,5
167.0,3,0,de_overpass,False,500,500,450,0,23050,26150,5,0,4,5,5
167.0,3,0,de_overpass,False,500,500,450,0,17400,26150,5,0,4,5,5
167.0,3,0,de_overpass,False,500,500,450,0,16800,26150,5,0,4,5,5
155.8,3,0,de_overpass,False,500,500,450,400,16300,5950,5,3,4,5,5
95.75,3,0,de_overpass,False,500,447,450,482,16300,450,5,4,4,5,5
75.75,3,0,de_overpass,False,500,400,450,400,16600,350,5,3,4,5,4
55.66,3,0,de_overpass,False,500,400,450,400,16600,350,5,3,4,5,4
35.66,3,0,de_overpass,False,500,400,450,400,16600,350,5,3,4,5,4
15.66,3,0,de_overpass,False,337,300,350,300,12050,250,4,2,3,4,3
34.06,3,0,de_overpass,True,300,242,258,300,9600,850,3,2,2,3,3
13.97,3,0,de_overpass,True,171,142,158,200,6650,800,2,1,2,2,2
166.9,4,0,de_overpass,False,500,500,94,195,35000,22950,1,1,1,5,5
106.9,4,0,de_overpass,False,500,500,494,495,9450,6600,5,5,3,5,5
86.9,4,0,de_overpass,False,500,500,494,495,9450,6600,5,5,3,5,5
66.9,4,0,de_overpass,False,357,100,394,100,8000,2850,4,1,2,4,1
46.88,4,0,de_overpass,False,257,42,294,99,7050,2950,3,1,1,3,1
166.9,5,0,de_overpass,False,500,500,294,0,27200,24000,3,0,1,5,5
106.94,5,0,de_overpass,False,500,500,494,500,13000,1000,5,4,3,5,5
86.9,5,0,de_overpass,False,436,164,490,285,13600,900,5,2,3,5,3
66.9,5,0,de_overpass,False,200,130,194,200,5250,1700,2,1,1,2,2
46.88,5,0,de_overpass,False,200,100,194,100,5550,1100,2,1,1,2,1
33.34,5,0,de_overpass,True,100,100,94,100,4850,1700,1,1,1,1,1
13.33,5,0,de_overpass,True,100,100,94,100,4850,1700,1,1,1,1,1
166.9,5,1,de_overpass,False,500,500,0,100,21200,19050,0,1,0,5,5
167.0,5,1,de_overpass,False,500,500,500,300,2350,9850,1,3,0,5,5
167.0,5,1,de_overpass,False,500,500,500,400,1650,6550,1,4,0,5,5
155.8,5,1,de_overpass,False,500,500,500,500,800,2800,2,5,0,5,5
95.6,5,1,de_overpass,False,500,437,500,498,800,2800,2,5,0,5,5
75.7,5,1,de_overpass,False,500,305,500,398,900,1350,2,4,0,5,4
55.66,5,1,de_overpass,False,500,305,500,398,900,1350,2,4,0,5,4
35.66,5,1,de_overpass,False,400,305,400,398,650,1650,2,4,0,4,4
15.58,5,1,de_overpass,False,288,100,299,100,1100,400,1,1,0,3,1
166.9,6,1,de_overpass,False,500,500,291,0,18150,17900,1,0,0,5,5
106.9,6,1,de_overpass,False,500,500,491,200,3900,11750,4,1,3,5,5
86.9,6,1,de_overpass,False,500,429,491,200,3900,11750,4,1,3,5,5
66.9,6,1,de_overpass,False,500,300,491,100,4800,7150,4,0,3,5,3
166.9,7,1,de_overpass,False,500,500,292,0,21950,29350,3,0,3,5,5
106.9,7,1,de_overpass,False,500,500,492,500,8850,2900,5,5,4,5,5
66.8,7,1,de_overpass,False,400,334,492,380,9150,2750,5,4,4,5,4
46.8,7,1,de_overpass,False,400,333,492,380,9150,2750,5,4,4,5,4
26.8,7,1,de_overpass,False,246,234,392,280,6550,1400,4,3,3,4,3
6.7,7,1,de_overpass,False,217,234,292,280,5150,1500,3,3,2,3,3
166.9,8,1,de_overpass,False,500,500,200,100,26300,17200,2,1,1,5,5
106.9,8,1,de_overpass,False,500,500,500,500,6800,1200,5,5,3,5,5
86.9,8,1,de_overpass,False,303,280,390,295,7100,900,4,3,3,4,3
33.3,8,1,de_overpass,True,200,159,200,190,4150,1650,2,2,1,2,2
13.31,8,1,de_overpass,True,146,0,192,0,4750,0,2,0,1,2,0
166.9,9,1,de_overpass,False,500,500,192,0,25900,23400,2,0,1,5,5
167.0,9,1,de_overpass,False,500,500,492,0,7300,23400,5,0,3,5,5
167.0,9,1,de_overpass,False,500,500,492,400,7300,5500,5,4,3,5,5
167.0,9,1,de_overpass,False,500,500,492,500,7300,800,5,5,3,5,5
109.6,9,1,de_overpass,False,500,500,492,500,7000,800,5,5,3,5,5
89.6,9,1,de_overpass,False,500,500,492,500,7000,800,5,5,3,5,5
69.56,9,1,de_overpass,False,500,400,492,400,7300,750,5,4,3,5,4
49.56,9,1,de_overpass,False,200,74,200,94,1800,300,2,1,1,2,1
106.8,10,1,de_overpass,False,500,500,500,200,6800,11100,5,2,2,5,5
86.8,10,1,de_overpass,False,500,200,500,200,7500,3400,5,2,2,5,2
166.9,11,1,de_overpass,False,500,500,485,0,24150,28100,5,0,2,5,5
106.8,11,1,de_overpass,False,500,500,485,500,19450,2150,5,5,4,5,5
86.8,11,1,de_overpass,False,500,412,485,478,19450,2150,5,5,4,5,5
106.9,12,1,de_overpass,False,500,500,498,500,31650,800,5,4,4,5,5
86.9,12,1,de_overpass,False,200,213,200,300,15000,1850,2,3,2,2,3
166.9,12,2,de_overpass,False,500,500,0,300,39050,18650,0,3,0,5,5
106.9,12,2,de_overpass,False,500,500,500,500,6200,5950,5,5,5,5,5
86.8,12,2,de_overpass,False,500,500,500,500,6200,5950,5,5,5,5,5
66.8,12,2,de_overpass,False,400,300,400,300,5950,3050,4,3,4,4,3
46.8,12,2,de_overpass,False,400,294,400,297,5950,3050,4,3,4,4,3
26.8,12,2,de_overpass,False,322,133,388,183,6250,2000,4,2,4,4,2
6.71,12,2,de_overpass,False,198,96,200,98,5550,800,2,1,2,2,1
166.9,2,13,de_overpass,False,500,500,0,0,4000,4000,0,0,0,5,5
106.8,2,13,de_overpass,False,500,500,300,400,550,600,0,0,2,5,5
86.8,2,13,de_overpass,False,500,500,300,400,550,600,0,0,2,5,5
66.8,2,13,de_overpass,False,500,500,300,400,550,600,0,0,2,5,5
166.9,3,13,de_overpass,False,500,500,185,0,18300,10700,0,0,2,5,5
106.94,3,13,de_overpass,False,500,500,500,0,350,10200,4,0,2,5,5
166.9,4,13,de_overpass,False,500,500,400,0,18100,22500,3,0,2,5,5
106.94,4,13,de_overpass,False,500,500,500,500,6500,600,4,5,4,5,5
86.9,4,13,de_overpass,False,500,452,500,483,6500,600,4,5,4,5,5
66.9,4,13,de_overpass,False,500,357,500,462,6500,600,4,5,4,5,5
46.9,4,13,de_overpass,False,245,292,377,378,5950,750,4,4,3,4,4
26.9,4,13,de_overpass,False,245,292,377,378,5950,750,4,4,3,4,4
6.83,4,13,de_overpass,False,144,54,281,95,5450,350,3,1,2,3,1
166.9,5,13,de_overpass,False,500,500,281,0,24850,12800,3,0,2,5,5
106.9,5,13,de_overpass,False,500,500,481,200,8750,8400,5,0,5,5,5
86.94,5,13,de_overpass,False,500,500,481,200,8750,8400,5,0,5,5,5
66.94,5,13,de_overpass,False,500,500,481,200,8750,8400,5,0,5,5,5
46.9,5,13,de_overpass,False,434,236,471,100,9350,6150,5,0,5,5,3
166.9,6,13,de_overpass,False,500,500,385,0,26500,25700,4,0,4,5,5
106.8,6,13,de_overpass,False,500,500,485,500,16800,1050,5,5,5,5,5
86.8,6,13,de_overpass,False,500,492,485,500,16800,1050,5,5,5,5,5
66.8,6,13,de_overpass,False,500,192,485,200,17300,550,5,2,5,5,2
46.75,6,13,de_overpass,False,400,192,385,200,14500,850,4,2,4,4,2
26.77,6,13,de_overpass,False,400,192,385,200,14500,850,4,2,4,4,2
166.9,7,13,de_overpass,False,500,500,285,0,34150,18650,3,0,3,5,5
106.8,7,13,de_overpass,False,500,500,485,400,18550,11750,5,2,5,5,5
86.8,7,13,de_overpass,False,300,200,285,200,14500,3750,3,1,3,3,2
166.9,8,13,de_overpass,False,500,500,282,0,36100,29150,3,0,3,5,5
106.9,8,13,de_overpass,False,500,500,482,500,21800,4850,5,5,5,5,5
86.9,8,13,de_overpass,False,500,300,481,300,22200,2800,5,3,5,5,3
66.8,8,13,de_overpass,False,488,300,479,300,22200,2800,5,3,5,5,3
166.9,9,13,de_overpass,False,500,500,367,0,38950,22150,4,0,4,5,5
106.9,9,13,de_overpass,False,500,500,467,500,29050,4150,5,4,5,5,5
66.9,9,13,de_overpass,False,200,200,182,200,11650,850,2,2,2,2,2
166.9,9,14,de_overpass,False,500,500,0,187,36550,21900,0,2,0,5,5
106.8,9,14,de_overpass,False,500,500,500,487,5750,5500,3,5,2,5,5
86.8,9,14,de_overpass,False,500,399,500,399,6050,5400,3,4,2,5,4
66.8,9,14,de_overpass,False,500,399,500,399,6050,5400,3,4,2,5,4
46.84,9,14,de_overpass,False,500,399,500,399,6050,5400,3,4,2,5,4
26.83,9,14,de_overpass,False,500,277,500,294,6350,3300,3,3,2,5,3
166.9,10,14,de_overpass,False,500,500,496,0,23100,20000,3,0,2,5,5
167.0,10,14,de_overpass,False,500,500,496,0,17150,20000,4,0,3,5,5
167.0,10,14,de_overpass,False,500,500,496,500,17150,6150,4,5,3,5,5
113.25,10,14,de_overpass,False,500,500,496,500,17150,2150,4,5,3,5,5
93.25,10,14,de_overpass,False,499,476,495,491,16850,2150,4,5,3,5,5
73.25,10,14,de_overpass,False,499,476,495,491,16850,2150,4,5,3,5,5
53.22,10,14,de_overpass,False,285,145,295,193,10150,1400,2,2,1,3,2
33.22,10,14,de_overpass,False,186,100,200,100,7650,1350,2,1,1,2,1
166.9,10,15,de_overpass,False,500,500,0,100,24650,20200,0,1,0,5,5
167.0,10,15,de_overpass,False,500,500,200,200,15650,16000,0,2,0,5,5
167.0,10,15,de_overpass,False,500,500,300,200,6650,16000,0,2,0,5,5
167.0,10,15,de_overpass,False,500,500,500,300,450,12500,0,3,0,5,5
107.1,10,15,de_overpass,False,500,500,500,500,450,2500,0,5,0,5,5
87.1,10,15,de_overpass,False,400,499,400,500,350,2600,0,5,0,4,5
67.1,10,15,de_overpass,False,400,499,400,500,350,2600,0,5,0,4,5
47.12,10,15,de_overpass,False,200,300,200,378,300,3050,0,4,0,2,4
166.9,0,0,de_mirage,False,500,500,0,0,4000,4000,0,0,0,5,5
106.94,0,0,de_mirage,False,500,500,400,400,700,700,0,0,1,5,5
86.94,0,0,de_mirage,False,400,300,300,200,1150,400,0,0,1,4,3
166.9,1,0,de_mirage,False,500,500,164,0,15850,10800,0,0,1,5,5
167.0,1,0,de_mirage,False,500,500,300,0,9200,10800,3,0,1,5,5
167.0,1,0,de_mirage,False,500,500,400,0,5850,10800,4,0,1,5,5
112.06,1,0,de_mirage,False,500,500,500,0,2550,10800,5,0,1,5,5
92.06,1,0,de_mirage,False,493,370,494,0,2850,8450,5,0,1,5,4
72.06,1,0,de_mirage,False,307,81,339,0,3300,4350,4,0,1,4,2
166.9,2,0,de_mirage,False,500,500,252,0,20300,23700,3,0,1,5,5
106.8,2,0,de_mirage,False,500,500,452,500,4850,600,5,5,2,5,5
86.8,2,0,de_mirage,False,500,500,452,500,4850,600,5,5,2,5,5
66.8,2,0,de_mirage,False,400,397,352,398,4150,850,4,4,2,4,4
35.75,2,0,de_mirage,True,200,197,192,198,2150,1300,2,2,1,2,2
15.76,2,0,de_mirage,True,100,171,92,192,400,1600,1,2,0,1,2
166.9,2,1,de_mirage,False,500,500,90,189,12750,19600,1,2,0,5,5
106.94,2,1,de_mirage,False,500,500,490,489,300,4300,3,5,0,5,5
86.94,2,1,de_mirage,False,482,500,490,489,300,4300,3,5,0,5,5
66.94,2,1,de_mirage,False,138,256,187,277,700,3450,2,3,0,2,3
46.9,2,1,de_mirage,False,100,99,90,97,150,950,1,1,0,1,1
166.9,3,1,de_mirage,False,500,500,77,0,18250,15000,1,0,0,5,5
167.0,3,1,de_mirage,False,500,500,177,0,11200,15000,2,0,0,5,5
167.0,3,1,de_mirage,False,500,500,477,0,1050,15000,5,0,0,5,5
167.0,3,1,de_mirage,False,500,500,477,100,1050,12650,5,0,0,5,5
108.8,3,1,de_mirage,False,500,500,477,100,1050,12650,5,0,0,5,5
88.8,3,1,de_mirage,False,500,302,477,86,1050,12650,5,0,0,5,5
167.0,4,1,de_mirage,False,500,500,464,0,19400,24650,5,0,0,5,5
106.94,4,1,de_mirage,False,500,500,464,500,13800,350,5,4,2,5,5
86.94,4,1,de_mirage,False,500,500,464,500,13800,350,5,4,2,5,5
46.94,4,1,de_mirage,False,400,300,373,300,11350,200,4,2,1,4,3
166.9,5,1,de_mirage,False,500,500,273,0,32450,15450,3,0,1,5,5
106.9,5,1,de_mirage,False,500,500,473,200,17650,10750,5,0,2,5,5
86.9,5,1,de_mirage,False,491,500,473,200,17650,10750,5,0,2,5,5
66.9,5,1,de_mirage,False,291,233,277,95,9700,6400,3,0,1,3,3
46.88,5,1,de_mirage,False,291,233,277,95,9700,6400,3,0,1,3,3
